id,category,question,followUp,intensity,type,tags,energy
q0239,Remove One,"If you had to remove one forever from your family life this year, which would it be: commuting, working from home, meetings, or presentations?","Which option would be hardest for most people to give up, and why?",2,remove_one,ranking|debate,4
q0240,Remove One,"If you had to remove one forever from your daily habits this year, which would it be: texting, calling, video calls, or emails?",Would your answer have been different a year ago?,3,remove_one,ranking|debate,4
q0241,Remove One,"If you had to remove one forever from your weekends this year, which would it be: spicy food, sweet food, salty food, or sour food?",What makes that option easiest for you to let go of?,2,remove_one,ranking|debate,4
q0242,Remove One,"If you had to remove one forever from your travel plans this year, which would it be: city life, suburban life, village life, or small-town life?",What does your choice reveal about your priorities?,3,remove_one,ranking|debate,4
q0243,Remove One,"If you had to remove one forever from your money choices this year, which would it be: morning routine, night routine, weekend routine, or holiday routine?","Which option would be hardest for most people to give up, and why?",2,remove_one,ranking|debate,4
q0244,Remove One,"If you had to remove one forever from your personal growth this year, which would it be: fashion trends, music trends, slang trends, or internet trends?",Would your answer have been different a year ago?,3,remove_one,ranking|debate,4
q0245,Remove One,"If you had to remove one forever from your work life in your twenties, which would it be: formal education, self-teaching, mentoring, or trial and error?",What makes that option easiest for you to let go of?,2,remove_one,ranking|debate,4
q0246,Remove One,"If you had to remove one forever from your friendships in your twenties, which would it be: routine, spontaneity, discipline, or freedom?",What does your choice reveal about your priorities?,3,remove_one,ranking|debate,4
q0247,Remove One,"If you had to remove one forever from your family life in your twenties, which would it be: privacy, convenience, comfort, or speed?","Which option would be hardest for most people to give up, and why?",2,remove_one,ranking|debate,4
q0248,Remove One,"If you had to remove one forever from your daily habits in your twenties, which would it be: logic, intuition, ambition, or contentment?",Would your answer have been different a year ago?,3,remove_one,ranking|debate,4
q0249,Remove One,"If you had to remove one forever from your weekends in your twenties, which would it be: tradition, innovation, stability, or experimentation?",What makes that option easiest for you to let go of?,2,remove_one,ranking|debate,4
q0250,Remove One,"If you had to remove one forever from your travel plans in your twenties, which would it be: saving money, earning more, spending on joy, or giving to others?",What does your choice reveal about your priorities?,3,remove_one,ranking|debate,4
q0251,Remove One,"If you had to remove one forever from your money choices in your twenties, which would it be: small talk, deep talks, silent time, or playful banter?","Which option would be hardest for most people to give up, and why?",2,remove_one,ranking|debate,4
q0252,Remove One,"If you had to remove one forever from your personal growth in your twenties, which would it be: confidence, humility, patience, or boldness?",Would your answer have been different a year ago?,3,remove_one,ranking|debate,4
q0253,Remove One,"If you had to remove one forever from your work life under stress, which would it be: social media, streaming TV, takeaway food, or online shopping?",What makes that option easiest for you to let go of?,2,remove_one,ranking|debate,4
q0254,Remove One,"If you had to remove one forever from your friendships under stress, which would it be: group chats, voice notes, photo sharing, or reaction emojis?",What does your choice reveal about your priorities?,3,remove_one,ranking|debate,4
q0255,Remove One,"If you had to remove one forever from your family life under stress, which would it be: commuting, working from home, meetings, or presentations?","Which option would be hardest for most people to give up, and why?",2,remove_one,ranking|debate,4
q0256,Remove One,"If you had to remove one forever from your daily habits under stress, which would it be: texting, calling, video calls, or emails?",Would your answer have been different a year ago?,3,remove_one,ranking|debate,4
q0257,Remove One,"If you had to remove one forever from your weekends under stress, which would it be: spicy food, sweet food, salty food, or sour food?",What makes that option easiest for you to let go of?,2,remove_one,ranking|debate,4
q0258,Remove One,"If you had to remove one forever from your travel plans under stress, which would it be: city life, suburban life, village life, or small-town life?",What does your choice reveal about your priorities?,3,remove_one,ranking|debate,4
q0259,Remove One,"If you had to remove one forever from your money choices under stress, which would it be: morning routine, night routine, weekend routine, or holiday routine?","Which option would be hardest for most people to give up, and why?",2,remove_one,ranking|debate,4
q0260,Remove One,"If you had to remove one forever from your personal growth under stress, which would it be: fashion trends, music trends, slang trends, or internet trends?",Would your answer have been different a year ago?,3,remove_one,ranking|debate,4
q0261,Remove One,"If you had to remove one forever from your work life when you are tired, which would it be: formal education, self-teaching, mentoring, or trial and error?",What makes that option easiest for you to let go of?,2,remove_one,ranking|debate,4
q0262,Remove One,"If you had to remove one forever from your friendships when you are tired, which would it be: routine, spontaneity, discipline, or freedom?",What does your choice reveal about your priorities?,3,remove_one,ranking|debate,4
q0263,Remove One,"If you had to remove one forever from your family life when you are tired, which would it be: privacy, convenience, comfort, or speed?","Which option would be hardest for most people to give up, and why?",2,remove_one,ranking|debate,4
q0264,Remove One,"If you had to remove one forever from your daily habits when you are tired, which would it be: logic, intuition, ambition, or contentment?",Would your answer have been different a year ago?,3,remove_one,ranking|debate,4
q0265,Remove One,"If you had to remove one forever from your weekends when you are tired, which would it be: tradition, innovation, stability, or experimentation?",What makes that option easiest for you to let go of?,2,remove_one,ranking|debate,4
q0266,Remove One,"If you had to remove one forever from your travel plans when you are tired, which would it be: saving money, earning more, spending on joy, or giving to others?",What does your choice reveal about your priorities?,3,remove_one,ranking|debate,4
q0267,Remove One,"If you had to remove one forever from your money choices when you are tired, which would it be: small talk, deep talks, silent time, or playful banter?","Which option would be hardest for most people to give up, and why?",2,remove_one,ranking|debate,4
q0268,Remove One,"If you had to remove one forever from your personal growth when you are tired, which would it be: confidence, humility, patience, or boldness?",Would your answer have been different a year ago?,3,remove_one,ranking|debate,4
q0269,Remove One,"If you had to remove one forever from your work life when you are thriving, which would it be: social media, streaming TV, takeaway food, or online shopping?",What makes that option easiest for you to let go of?,2,remove_one,ranking|debate,4
q0270,Remove One,"If you had to remove one forever from your friendships when you are thriving, which would it be: group chats, voice notes, photo sharing, or reaction emojis?",What does your choice reveal about your priorities?,3,remove_one,ranking|debate,4
q0271,Remove One,"If you had to remove one forever from your family life when you are thriving, which would it be: commuting, working from home, meetings, or presentations?","Which option would be hardest for most people to give up, and why?",2,remove_one,ranking|debate,4
q0272,Remove One,"If you had to remove one forever from your daily habits when you are thriving, which would it be: texting, calling, video calls, or emails?",Would your answer have been different a year ago?,3,remove_one,ranking|debate,4
q0273,Remove One,"If you had to remove one forever from your weekends when you are thriving, which would it be: spicy food, sweet food, salty food, or sour food?",What makes that option easiest for you to let go of?,2,remove_one,ranking|debate,4
q0274,Remove One,"If you had to remove one forever from your travel plans when you are thriving, which would it be: city life, suburban life, village life, or small-town life?",What does your choice reveal about your priorities?,3,remove_one,ranking|debate,4
q0275,Remove One,"If you had to remove one forever from your money choices when you are thriving, which would it be: morning routine, night routine, weekend routine, or holiday routine?","Which option would be hardest for most people to give up, and why?",2,remove_one,ranking|debate,4
q0276,Remove One,"If you had to remove one forever from your personal growth when you are thriving, which would it be: fashion trends, music trends, slang trends, or internet trends?",Would your answer have been different a year ago?,3,remove_one,ranking|debate,4
q0277,Remove One,"If you had to remove one forever from your work life in a new city, which would it be: formal education, self-teaching, mentoring, or trial and error?",What makes that option easiest for you to let go of?,2,remove_one,ranking|debate,4
q0278,Remove One,"If you had to remove one forever from your friendships in a new city, which would it be: routine, spontaneity, discipline, or freedom?",What does your choice reveal about your priorities?,3,remove_one,ranking|debate,4
q0279,Remove One,"If you had to remove one forever from your family life in a new city, which would it be: privacy, convenience, comfort, or speed?","Which option would be hardest for most people to give up, and why?",2,remove_one,ranking|debate,4
q0280,Remove One,"If you had to remove one forever from your daily habits in a new city, which would it be: logic, intuition, ambition, or contentment?",Would your answer have been different a year ago?,3,remove_one,ranking|debate,4
q0281,Remove One,"If you had to remove one forever from your weekends in a new city, which would it be: tradition, innovation, stability, or experimentation?",What makes that option easiest for you to let go of?,2,remove_one,ranking|debate,4
q0282,Remove One,"If you had to remove one forever from your travel plans in a new city, which would it be: saving money, earning more, spending on joy, or giving to others?",What does your choice reveal about your priorities?,3,remove_one,ranking|debate,4
q0283,Remove One,"If you had to remove one forever from your money choices in a new city, which would it be: small talk, deep talks, silent time, or playful banter?","Which option would be hardest for most people to give up, and why?",2,remove_one,ranking|debate,4
q0284,Remove One,"If you had to remove one forever from your personal growth in a new city, which would it be: confidence, humility, patience, or boldness?",Would your answer have been different a year ago?,3,remove_one,ranking|debate,4
q0285,Remove One,"If you had to remove one forever from your work life during big decisions, which would it be: social media, streaming TV, takeaway food, or online shopping?",What makes that option easiest for you to let go of?,2,remove_one,ranking|debate,4
q0286,Remove One,"If you had to remove one forever from your friendships during big decisions, which would it be: group chats, voice notes, photo sharing, or reaction emojis?",What does your choice reveal about your priorities?,3,remove_one,ranking|debate,4
q0287,Remove One,"If you had to remove one forever from your family life during big decisions, which would it be: commuting, working from home, meetings, or presentations?","Which option would be hardest for most people to give up, and why?",2,remove_one,ranking|debate,4
q0288,Remove One,"If you had to remove one forever from your daily habits during big decisions, which would it be: texting, calling, video calls, or emails?",Would your answer have been different a year ago?,3,remove_one,ranking|debate,4
q0289,Remove One,"If you had to remove one forever from your weekends during big decisions, which would it be: spicy food, sweet food, salty food, or sour food?",What makes that option easiest for you to let go of?,2,remove_one,ranking|debate,4
q0290,Remove One,"If you had to remove one forever from your travel plans during big decisions, which would it be: city life, suburban life, village life, or small-town life?",What does your choice reveal about your priorities?,3,remove_one,ranking|debate,4
q0291,Remove One,"If you had to remove one forever from your money choices during big decisions, which would it be: morning routine, night routine, weekend routine, or holiday routine?","Which option would be hardest for most people to give up, and why?",2,remove_one,ranking|debate,4
q0292,Remove One,"If you had to remove one forever from your personal growth during big decisions, which would it be: fashion trends, music trends, slang trends, or internet trends?",Would your answer have been different a year ago?,3,remove_one,ranking|debate,4
q0293,Remove One,"If you had to remove one forever from your work life in future plans, which would it be: formal education, self-teaching, mentoring, or trial and error?",What makes that option easiest for you to let go of?,2,remove_one,ranking|debate,4
q0294,Remove One,"If you had to remove one forever from your friendships in future plans, which would it be: routine, spontaneity, discipline, or freedom?",What does your choice reveal about your priorities?,3,remove_one,ranking|debate,4
q0295,Remove One,"If you had to remove one forever from your family life in future plans, which would it be: privacy, convenience, comfort, or speed?","Which option would be hardest for most people to give up, and why?",2,remove_one,ranking|debate,4
q0296,Remove One,"If you had to remove one forever from your daily habits in future plans, which would it be: logic, intuition, ambition, or contentment?",Would your answer have been different a year ago?,3,remove_one,ranking|debate,4
q0297,Remove One,"If you had to remove one forever from your weekends in future plans, which would it be: tradition, innovation, stability, or experimentation?",What makes that option easiest for you to let go of?,2,remove_one,ranking|debate,4
q0298,Remove One,"If you had to remove one forever from your travel plans in future plans, which would it be: saving money, earning more, spending on joy, or giving to others?",What does your choice reveal about your priorities?,3,remove_one,ranking|debate,4
q0299,Remove One,"If you had to remove one forever from your money choices in future plans, which would it be: small talk, deep talks, silent time, or playful banter?","Which option would be hardest for most people to give up, and why?",2,remove_one,ranking|debate,4
q0300,Remove One,"If you had to remove one forever from your personal growth in future plans, which would it be: confidence, humility, patience, or boldness?",Would your answer have been different a year ago?,3,remove_one,ranking|debate,4
q0301,London,Which London area has the strongest identity?,What makes it recognisable?,2,question,london|culture,4
q0302,London,Which London area is most overrated?,Where should people go instead?,2,question,london|culture,4
q0303,London,Which London area deserves more respect?,What are outsiders missing?,2,question,london|culture,4
q0304,London,What is the most accurate stereotype about North London?,Where does it fail?,2,question,london|culture,4
q0305,London,What is the most accurate stereotype about South London?,Where does it fail?,2,question,london|culture,4
q0306,London,What is the most accurate stereotype about East London?,Where does it fail?,2,question,london|culture,4
q0307,London,What is the most accurate stereotype about West London?,Where does it fail?,2,question,london|culture,4
q0308,London,Which part of London feels most different from the rest of the city?,Is that difference positive?,2,question,london|culture,4
q0309,London,What is London's best food area?,Which cuisine defines it?,2,question,london|culture,4
q0310,London,Which Tube line has the strongest personality?,How would you describe it as a person?,2,question,london|culture,4
q0311,London,Which Tube line causes the most stress?,What journey makes it worst?,2,question,london|culture,4
q0312,London,What is London's most confusing station?,What redesign would help?,2,question,london|culture,4
q0313,London,Which London station has the best surroundings?,What would you do nearby?,2,question,london|culture,4
q0314,London,Which London attraction is most overrated?,What should a visitor see instead?,2,question,london|culture,4
q0315,London,Which London attraction is actually worth the hype?,When is the best time to visit?,2,question,london|culture,4
q0316,London,What is the most London-specific behaviour you have adopted?,Would it look rude elsewhere?,2,question,london|culture,4
q0317,London,What is the funniest London transport etiquette rule?,What happens when someone breaks it?,2,question,london|culture,4
q0318,London,Which London borough would you choose to raise children in?,What trade-off would you accept?,2,question,london|culture,4
q0319,London,Which London borough would you avoid living in?,Could anything change your mind?,2,question,london|culture,4
q0320,London,What makes someone genuinely 'from London'?,Is birthplace enough?,2,question,london|culture,4
q0321,London,Which London accent or way of speaking is most distinctive?,How has it changed?,2,question,london|culture,4
q0322,London,What London stereotype do outsiders misunderstand?,What is the reality?,2,question,london|culture,4
q0323,London,What is the best cheap thing to do in London?,Would you recommend it to tourists?,2,question,london|culture,4
q0324,London,What is the best late-night London food?,Which area serves it best?,2,question,london|culture,4
q0325,London,Which chicken shop order best represents London?,What is the correct sauce choice?,2,question,london|culture,4
q0326,London,What is the most stressful London driving location?,What happened there?,2,question,london|culture,4
q0327,London,What is London's best park?,What season suits it?,2,question,london|culture,4
q0328,London,Which London market is best for an actual visit rather than social media?,What should you buy?,2,question,london|culture,4
q0329,London,Which area has changed most dramatically during your lifetime?,Has the change been good?,2,question,london|culture,4
q0330,London,What part of London has lost some of its culture through redevelopment?,What should have been protected?,2,question,london|culture,4
q0331,London,Which London area has improved most?,What caused the improvement?,2,question,london|culture,4
q0332,London,What is the biggest difference between growing up in London and elsewhere in Britain?,What advantage did London give you?,2,question,london|culture,4
q0333,London,What is a London convenience you take for granted?,When do you notice its absence?,2,question,london|culture,4
q0334,London,What is a London inconvenience people have strangely accepted?,Why has it not been fixed?,2,question,london|culture,4
q0335,London,Which borough has the best cultural mix?,How does it show up day to day?,2,question,london|culture,4
q0336,London,Which London high street has the most character?,What business defines it?,2,question,london|culture,4
q0337,London,Where is the real centre of London in practical terms?,Is the official centre relevant?,2,question,london|culture,4
q0338,London,Which London postcode carries the most status without earning it?,Which postcode is underrated?,2,question,london|culture,4
q0339,London,What is the best view of London?,What time of day?,2,question,london|culture,4
q0340,London,Which London venue has the best atmosphere?,What event did you attend there?,2,question,london|culture,4
q0341,London,What unwritten London rule should visitors know?,How quickly do locals enforce it?,2,question,london|culture,4
q0342,London,What is the most expensive London habit that feels unavoidable?,How could someone reduce it?,2,question,london|culture,4
q0343,London,Which London area would make the best setting for a television series?,What genre would it be?,2,question,london|culture,4
q0344,London,What is the most recognisable sound of London?,What memory does it trigger?,2,question,london|culture,4
q0345,London,Which London area best represents Black British culture today?,Has that changed over time?,2,question,london|culture,4
q0346,London,Which London area has the strongest West African presence?,"What food, shops or community spaces show it?",2,question,london|culture,4
q0347,London,What is the best thing about living in northwest London?,What is the biggest drawback?,2,question,london|culture,4
q0348,London,Which side of London has the best transport connections?,What journey proves it?,2,question,london|culture,4
q0349,London,"If London were split into four separate cities—North, South, East and West—which would thrive most?",Which would struggle?,2,question,london|culture,4
q0350,London,"If you could redesign one part of London from scratch, where would it be?",What would you preserve?,2,question,london|culture,4
q0351,Black British Culture,What experience feels distinctly Black British rather than simply Black or British?,Could someone outside Britain fully understand it?,3,question,black|uk|identity,3
q0352,Black British Culture,Which Black British television programme best captured its era?,What did it portray accurately?,3,question,black|uk|identity,3
q0353,Black British Culture,Which Black British comedian has reflected everyday life most accurately?,What observation stands out?,3,question,black|uk|identity,3
q0354,Black British Culture,Which UK music movement contributed most to Black British identity?,What did it give the next generation?,3,question,black|uk|identity,3
q0355,Black British Culture,What does Black British culture do especially well?,Why is it not always recognised?,3,question,black|uk|identity,3
q0356,Black British Culture,What is one challenge within Black British communities that deserves more honest discussion?,What would constructive discussion look like?,3,question,black|uk|identity,3
q0357,Black British Culture,What does code-switching look like in Britain?,When do you notice yourself doing it?,3,question,black|uk|identity,3
q0358,Black British Culture,What is a phrase or expression that immediately sounds Black British to you?,Is the phrase changing with younger generations?,3,question,black|uk|identity,3
q0359,Black British Culture,Which British city has the strongest Black culture outside London?,What makes it distinctive?,3,question,black|uk|identity,3
q0360,Black British Culture,What role have barbershops and salons played in Black British community life?,What conversations happen there that happen nowhere else?,3,question,black|uk|identity,3
q0361,Black British Culture,What is one school experience many Black British children seem to share?,Has education improved since then?,3,question,black|uk|identity,3
q0362,Black British Culture,How has the meaning of being Black British changed between generations?,What will the next generation emphasise?,3,question,black|uk|identity,3
q0363,Black British Culture,Which Black British artist deserves greater historical recognition?,What did they influence?,3,question,black|uk|identity,3
q0364,Black British Culture,What has Black British culture borrowed from the Caribbean?,What has it borrowed from Africa?,3,question,black|uk|identity,3
q0365,Black British Culture,How have African and Caribbean identities interacted within Black Britain?,Where has there been unity or tension?,3,question,black|uk|identity,3
q0366,Black British Culture,What food best represents modern Black Britain?,Why that food?,3,question,black|uk|identity,3
q0367,Black British Culture,What role has church played in Black British community life?,How is that changing?,3,question,black|uk|identity,3
q0368,Black British Culture,What role has the mosque played for Black British Muslims?,What experiences are distinctive?,3,question,black|uk|identity,3
q0369,Black British Culture,What is one misconception Black Americans often have about Black Britain?,What misconception goes the other way?,3,question,black|uk|identity,3
q0370,Black British Culture,What is one thing British media still gets wrong about Black communities?,Which portrayal gets it right?,3,question,black|uk|identity,3
q0371,Black British Culture,Which Black British public figure has had the most positive influence?,What did they make possible?,3,question,black|uk|identity,3
q0372,Black British Culture,How much should Black British people feel connected to African or Caribbean ancestral homelands?,Can that connection be chosen?,3,question,black|uk|identity,3
q0373,Black British Culture,What is the funniest stereotype within Black British communities?,Why does it persist?,3,question,black|uk|identity,3
q0374,Black British Culture,What is one thing about growing up Black in Britain that is hard to explain to outsiders?,What story illustrates it?,3,question,black|uk|identity,3
q0375,Black British Culture,When have you felt most visibly Black in Britain?,"Was the experience positive, negative or neutral?",3,question,black|uk|identity,3
q0376,Black British Culture,When have you felt most fully British?,Did anyone challenge that feeling?,3,question,black|uk|identity,3
q0377,Black British Culture,What does respectability politics look like in Black Britain?,Has it protected or constrained people more?,3,question,black|uk|identity,3
q0378,Black British Culture,How has Black British masculinity been portrayed unfairly?,What examples offer a fuller picture?,3,question,black|uk|identity,3
q0379,Black British Culture,How has Black British womanhood been portrayed unfairly?,What examples offer a fuller picture?,3,question,black|uk|identity,3
q0380,Black British Culture,What should Black History Month in Britain focus on more?,What receives too much repetition?,3,question,black|uk|identity,3
q0381,Black British Culture,What British institution has the most work to do on race?,What change would matter most?,3,question,black|uk|identity,3
q0382,Black British Culture,What is one Black British achievement that should be taught in schools?,Why is it missing?,3,question,black|uk|identity,3
q0383,Black British Culture,How important are regional Black identities within Britain?,Does London dominate the conversation too much?,3,question,black|uk|identity,3
q0384,Black British Culture,What is the biggest generational difference in attitudes toward racism?,Which generation handles it better?,3,question,black|uk|identity,3
q0385,Black British Culture,What is one thing Black British parents prepare children for that other parents may not consider?,Is that preparation empowering or burdensome?,3,question,black|uk|identity,3
q0386,Black British Culture,Which Black British music era would you most like to revisit?,Where would you go first?,3,question,black|uk|identity,3
q0387,Black British Culture,What has social media improved for Black British culture?,What has it made worse?,3,question,black|uk|identity,3
q0388,Black British Culture,What does 'community' mean in Black Britain today?,Where do people actually gather?,3,question,black|uk|identity,3
q0389,Black British Culture,What is one Black-owned British business or brand that deserves wider recognition?,What does it do differently?,3,question,black|uk|identity,3
q0390,Black British Culture,Which Black British athlete has had the greatest cultural impact beyond sport?,What did they represent?,3,question,black|uk|identity,3
q0391,Black British Culture,What is the relationship between class and race in Black Britain?,Which is discussed less honestly?,3,question,black|uk|identity,3
q0392,Black British Culture,What is one thing Black British culture can learn from Black American culture?,What should it resist importing?,3,question,black|uk|identity,3
q0393,Black British Culture,What is one thing Black American culture could learn from Black Britain?,Would it translate successfully?,3,question,black|uk|identity,3
q0394,Black British Culture,How do mixed African and Caribbean friendship groups shape modern Black British culture?,What shared language or customs emerge?,3,question,black|uk|identity,3
q0395,Black British Culture,What does a successful Black British future look like beyond representation?,What structural changes matter?,3,question,black|uk|identity,3
q0396,Black British Culture,Which family expectation feels especially common in Black British households?,Is it helpful?,3,question,black|uk|identity,3
q0397,Black British Culture,What is one harmless in-joke many Black British people immediately understand?,Where did it come from?,3,question,black|uk|identity,3
q0398,Black British Culture,How has London shaped Black British identity differently from the rest of the UK?,What does London overlook?,3,question,black|uk|identity,3
q0399,Black British Culture,What part of Black British history would make the best film or series?,Who should tell it?,3,question,black|uk|identity,3
q0400,Black British Culture,What would you preserve in a museum of Black British everyday life?,Why would that object matter?,3,question,black|uk|identity,3
q0401,Black American Culture,Which Black American cultural movement has had the greatest global impact?,What would the world look like without it?,3,question,black|usa|culture,3
q0402,Black American Culture,"Which American city has contributed most to Black music: Atlanta, Chicago, Detroit or New Orleans?",What is your evidence?,3,question,black|usa|culture,3
q0403,Black American Culture,Which Black American television show best portrayed family life?,What made it believable?,3,question,black|usa|culture,3
q0404,Black American Culture,Which Black American film should everyone watch at least once?,What conversation should follow it?,3,question,black|usa|culture,3
q0405,Black American Culture,What does Black America do particularly well in turning struggle into culture?,Is there a cost to that expectation?,3,question,black|usa|culture,3
q0406,Black American Culture,Which Black American artist most changed global popular culture?,What did they make possible?,3,question,black|usa|culture,3
q0407,Black American Culture,What is one aspect of Black American history that British people often misunderstand?,How should it be taught?,3,question,black|usa|culture,3
q0408,Black American Culture,What is one aspect of Black British life that Black Americans often misunderstand?,Why does the confusion persist?,3,question,black|usa|culture,3
q0409,Black American Culture,How has hip-hop changed from community expression to global industry?,What was gained and lost?,3,question,black|usa|culture,3
q0410,Black American Culture,Which era of R&B had the strongest identity?,What defines its sound?,3,question,black|usa|culture,3
q0411,Black American Culture,What role has the Black church played in American public life?,How is that role changing?,3,question,black|usa|culture,3
q0412,Black American Culture,What is one regional Black American culture you would like to understand better?,What draws you to it?,3,question,black|usa|culture,3
q0413,Black American Culture,Which Black American leader is discussed too simply?,What complexity gets ignored?,3,question,black|usa|culture,3
q0414,Black American Culture,What does Black American culture do better than Black British culture?,What explains the difference?,3,question,black|usa|culture,3
q0415,Black American Culture,What does Black British culture do better than Black American culture?,Would it translate to the US?,3,question,black|usa|culture,3
q0416,Black American Culture,Which Black American food tradition deserves more recognition outside America?,What would you order first?,3,question,black|usa|culture,3
q0417,Black American Culture,How has the NBA shaped Black global culture beyond basketball?,What symbol or style spread furthest?,3,question,black|usa|culture,3
q0418,Black American Culture,How has the NFL shaped ideas of Black masculinity in America?,Is that influence healthy?,3,question,black|usa|culture,3
q0419,Black American Culture,Which HBCU tradition would you most like to experience?,Why does it feel culturally significant?,3,question,black|usa|culture,3
q0420,Black American Culture,What role have Black American fraternities and sororities played?,What is hard for outsiders to understand?,3,question,black|usa|culture,3
q0421,Black American Culture,Which Black sitcom character felt most realistic?,Who felt least realistic?,3,question,black|usa|culture,3
q0422,Black American Culture,What has Black Twitter contributed to global internet culture?,What has been lost as platforms changed?,3,question,black|usa|culture,3
q0423,Black American Culture,Which Black American fashion era had the most influence?,What should return?,3,question,black|usa|culture,3
q0424,Black American Culture,How has gospel music influenced genres that receive more mainstream credit?,Which artist shows the connection?,3,question,black|usa|culture,3
q0425,Black American Culture,What does the Great Migration explain about modern Black America?,Which city was transformed most?,3,question,black|usa|culture,3
q0426,Black American Culture,Which Black American historical figure deserves a major film?,Who should play them?,3,question,black|usa|culture,3
q0427,Black American Culture,How should people discuss tensions between African immigrants and Black Americans?,What shared interests are overlooked?,3,question,black|usa|culture,3
q0428,Black American Culture,What is one stereotype about Black Americans that is especially misleading?,What reality does it erase?,3,question,black|usa|culture,3
q0429,Black American Culture,What is one internal Black American debate that outsiders often misunderstand?,Why is context essential?,3,question,black|usa|culture,3
q0430,Black American Culture,Which Black American city would you most like to explore through its culture rather than tourism?,What would you seek out?,3,question,black|usa|culture,3
q0431,Black American Culture,What has Black American culture taught the world about protest?,What has the world copied without understanding?,3,question,black|usa|culture,3
q0432,Black American Culture,How has Black American slang influenced Britain?,What changes when expressions travel?,3,question,black|usa|culture,3
q0433,Black American Culture,Which Black American musician had the strongest run of albums?,What makes the run exceptional?,3,question,black|usa|culture,3
q0434,Black American Culture,What is one thing Black American celebrity culture overvalues?,What should receive more attention?,3,question,black|usa|culture,3
q0435,Black American Culture,What does the success of Black American media still fail to solve?,What structural issue remains?,3,question,black|usa|culture,3
q0436,Black American Culture,How have Black American women shaped global beauty culture?,Where has credit been withheld?,3,question,black|usa|culture,3
q0437,Black American Culture,How have Black American men shaped global ideas of style?,Where has the image become limiting?,3,question,black|usa|culture,3
q0438,Black American Culture,Which Civil Rights story receives too much focus at the expense of others?,Which story should be added?,3,question,black|usa|culture,3
q0439,Black American Culture,What role has comedy played in explaining Black American life?,Which comedian did it best?,3,question,black|usa|culture,3
q0440,Black American Culture,What is the relationship between Black wealth and community responsibility in America?,Is the expectation fair?,3,question,black|usa|culture,3
q0441,Black American Culture,Which Black-owned American company has had the most cultural importance?,Was its influence commercial or symbolic?,3,question,black|usa|culture,3
q0442,Black American Culture,How has Black American food been separated from its history?,Which dish tells the strongest story?,3,question,black|usa|culture,3
q0443,Black American Culture,What does 'the culture' mean when Black Americans use the phrase?,Who gets to define it?,3,question,black|usa|culture,3
q0444,Black American Culture,What is one Black American cultural export that Britain has adopted well?,What has Britain copied badly?,3,question,black|usa|culture,3
q0445,Black American Culture,Which Black American sports moment had the greatest cultural significance?,Why did it transcend sport?,3,question,black|usa|culture,3
q0446,Black American Culture,How has migration from Africa and the Caribbean changed Black America?,What new identities are emerging?,3,question,black|usa|culture,3
q0447,Black American Culture,What would meaningful solidarity across the Black diaspora look like?,What obstacle is most serious?,3,question,black|usa|culture,3
q0448,Black American Culture,"Which Black American archive, museum or historical site would you most like to visit?",What would you hope to learn?,3,question,black|usa|culture,3
q0449,Black American Culture,What should future generations preserve from present-day Black American culture?,What may disappear fastest?,3,question,black|usa|culture,3
q0450,Black American Culture,What is the most important difference between Blackness as an American identity and as a global identity?,Can they ever be fully separated?,3,question,black|usa|culture,3
q0451,Cameroon,Which Cameroonian dish deserves the widest global recognition?,What would make it accessible without diluting it?,3,question,cameroon|food|culture,3
q0452,Cameroon,"If you could preserve only one Cameroonian family recipe, which would it be?",Who currently makes the best version?,3,question,cameroon|food|culture,3
q0453,Cameroon,What makes Eru special compared with other leafy dishes?,What must be served with it?,3,question,cameroon|food|culture,3
q0454,Cameroon,What is the strongest argument for Ndolé as Cameroon's signature dish?,What is the strongest argument against?,3,question,cameroon|food|culture,3
q0455,Cameroon,What makes Koki corn underrated?,Who needs convincing?,3,question,cameroon|food|culture,3
q0456,Cameroon,Is Poulet DG genuinely elite or partly carried by presentation and nostalgia?,What makes a great version?,3,question,cameroon|food|culture,3
q0457,Cameroon,Which Cameroonian meal is most comforting after a long journey?,What drink belongs beside it?,3,question,cameroon|food|culture,3
q0458,Cameroon,Which Cameroonian food is hardest to explain to someone who has never tried it?,How would you describe the taste?,3,question,cameroon|food|culture,3
q0459,Cameroon,Which Cameroonian dish is easiest to ruin?,What mistake causes the damage?,3,question,cameroon|food|culture,3
q0460,Cameroon,What Cameroonian ingredient deserves to be more widely available in Britain?,What would you cook first?,3,question,cameroon|food|culture,3
q0461,Cameroon,What is one Cameroonian food rule families take very seriously?,Is the rule justified?,3,question,cameroon|food|culture,3
q0462,Cameroon,Which region of Cameroon has the most underrated cuisine?,Which dish proves it?,3,question,cameroon|food|culture,3
q0463,Cameroon,What is the best Cameroonian street food?,Where did you have the best version?,3,question,cameroon|food|culture,3
q0464,Cameroon,What meal best represents a Cameroonian celebration?,What makes the atmosphere complete?,3,question,cameroon|food|culture,3
q0465,Cameroon,What dish do Cameroonians disagree about most?,Which side are you on?,3,question,cameroon|food|culture,3
q0466,Cameroon,What is the funniest stereotype Cameroonians have about another region or group?,Where does it become unfair?,3,question,cameroon|food|culture,3
q0467,Cameroon,What Cameroonian expression or saying deserves a perfect English translation?,What is lost in translation?,3,question,cameroon|food|culture,3
q0468,Cameroon,Which Cameroonian language would you most like to speak fluently?,Who would you speak with first?,3,question,cameroon|food|culture,3
